0.017327,0.000049
0.017327,0.000049
0.020738,0.000079
0.034338,0.000193
0.058100,0.000422
0.085719,0.000707
0.114252,0.001236
0.142909,0.002167
0.172072,0.003559
0.201243,0.005610
0.229935,0.007521
0.258917,0.010069
0.285955,0.012747
0.312924,0.015549
0.433672,0.014484
0.430404,0.009287
0.430417,0.057210
0.431174,0.067495
0.435528,0.086879
0.445577,0.113424
0.533839,0.256242
0.531960,0.258059
0.521811,0.266300
0.492730,0.290107
0.452784,0.368751
0.447728,0.369380
0.448433,0.369562
0.433273,0.367384
0.412696,0.362757
0.376177,0.351574
0.339016,0.338037
0.309335,0.318128
0.292148,0.293218
0.277141,0.281641
0.253292,0.264198
0.238251,0.240782
0.231799,0.229020
0.224417,0.214331
0.215655,0.191292
0.209524,0.164743
0.207499,0.135710
0.210074,0.107957
0.216798,0.081046
0.223276,0.064439
0.237273,0.046950
0.248553,0.036139
0.256043,0.023759
0.277383,-0.009895
0.314068,-0.062207
0.316024,-0.063956
0.337462,-0.083983
0.361604,-0.103752
0.386132,-0.121283
0.410940,-0.136071
0.484922,-0.169081
0.541332,-0.203076
0.547185,-0.209928
0.553147,-0.218297
0.577693,-0.252250
0.601744,-0.282088
0.612838,-0.294197
0.620110,-0.299163
0.634169,-0.312229
0.674989,-0.346387
0.683157,-0.355500
0.708753,-0.387492
0.738376,-0.430889
0.740769,-0.434108
0.746958,-0.446479
0.756083,-0.462340
0.768379,-0.477577
0.769601,-0.481072
0.782368,-0.505361
0.795288,-0.524480
0.814814,-0.548986
0.834004,-0.567974
0.856290,-0.584716
0.880129,-0.598456
0.905846,-0.609543
0.998436,-0.627621
1.028458,-0.628339
1.056050,-0.623529
1.072631,-0.620919
1.080411,-0.620430
1.092908,-0.620260
1.130281,-0.620912
1.167217,-0.620672
1.288155,-0.613921
1.310037,-0.614620
1.327453,-0.615511
1.347292,-0.616303
1.377012,-0.617622
1.405811,-0.616960
1.433995,-0.614933
1.462636,-0.610742
1.643595,-0.558719
1.643764,-0.560060
1.668499,-0.561051
1.704774,-0.561698
1.739878,-0.560620
1.761747,-0.558996
1.785093,-0.556493
1.807065,-0.553029
1.834246,-0.547354
1.860048,-0.539735
1.887013,-0.530106
1.959365,-0.493678
1.961120,-0.490398
1.981811,-0.486878
1.992048,-0.484413
2.005734,-0.482660
2.022022,-0.481616
2.054231,-0.487105
2.068562,-0.489792
2.086401,-0.493012
2.110599,-0.495220
2.136092,-0.507771
2.147145,-0.497972
2.165901,-0.490437
2.187376,-0.478476
2.212145,-0.462085
2.235035,-0.444180
2.251586,-0.430200
2.252600,-0.428685
2.268750,-0.406923
2.284727,-0.383011
2.297960,-0.358216
2.308661,-0.340596
2.324279,-0.312724
2.340936,-0.282252
2.352663,-0.260024
2.361633,-0.241837
2.372711,-0.217128
2.384236,-0.192501
2.396130,-0.164862
2.405372,-0.140489
2.433751,-0.067921
2.445180,-0.053556
2.463995,-0.029382
2.480946,-0.007185
2.490409,0.005091
2.501746,0.022002
2.514092,0.044185
2.524638,0.068724
2.533871,0.106910
2.536765,0.123087
2.537164,0.148918
2.534650,0.173099
2.528888,0.201738
2.519251,0.234832
2.508902,0.260584
2.494748,0.285067
2.357579,0.352690
